question_id,group_id,query_type,arm,gold_answer,predicted_answer,correct,format_valid,api_ok,status,truncated,prompt_tokens,completion_tokens,total_tokens,latency_seconds
1100084,fresh:seed:2026092089,ate,ZERO,no,no,1,1,1,completed,0,267.0,4222.0,4489.0,261.7086783926934
1100222,fresh:seed:2026392026,nie,ZERO,no,no,1,1,1,completed,0,262.0,1377.0,1639.0,85.49931617639959
1100022,fresh:seed:2026092022,ate,ZERO,no,no,1,1,1,completed,0,266.0,2676.0,2942.0,166.40250164456666
1100113,fresh:seed:2026192020,ett,ZERO,no,no,1,1,1,completed,0,268.0,2175.0,2443.0,136.34320261515677
1100065,fresh:seed:2026092068,ate,ZERO,yes,no,0,1,1,completed,0,265.0,2286.0,2551.0,143.57428226806223
1100015,fresh:seed:2026092015,ate,ZERO,no,no,1,1,1,completed,0,267.0,4670.0,4937.0,293.1629122365266
1100199,fresh:seed:2026392003,nie,ZERO,no,yes,0,1,1,completed,0,264.0,3633.0,3897.0,228.35964698158205
1100146,fresh:seed:2026192055,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,5150.0,5420.0,319.38655793108046
1100195,fresh:seed:2026292019,nde,ZERO,no,no,1,1,1,completed,0,264.0,3029.0,3293.0,190.14554330147803
1100119,fresh:seed:2026192027,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2300.0,2570.0,144.17073817923665
1100118,fresh:seed:2026192026,ett,ZERO,no,no,1,1,1,completed,0,270.0,6590.0,6860.0,407.86890863627195
1100194,fresh:seed:2026292018,nde,ZERO,yes,yes,1,1,1,completed,0,282.0,1753.0,2035.0,108.90554833970964
1100083,fresh:seed:2026092088,ate,ZERO,no,no,1,1,1,completed,0,267.0,1022.0,1289.0,64.26364354044199
1100149,fresh:seed:2026192058,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,3492.0,3762.0,218.98935594782233
1100110,fresh:seed:2026192017,ett,ZERO,no,no,1,1,1,completed,0,269.0,2188.0,2457.0,135.52771520800889
1100014,fresh:seed:2026092014,ate,ZERO,yes,yes,1,1,1,completed,0,265.0,3899.0,4164.0,242.0634924788028
1100016,fresh:seed:2026092016,ate,ZERO,no,yes,0,1,1,completed,0,267.0,3015.0,3282.0,186.63587035425007
1100008,fresh:seed:2026092008,ate,ZERO,no,no,1,1,1,completed,0,267.0,4706.0,4973.0,291.27804700285196
1100141,fresh:seed:2026192050,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2635.0,2905.0,165.58777866885066
1100204,fresh:seed:2026392008,nie,ZERO,yes,yes,1,1,1,completed,0,262.0,1113.0,1375.0,68.71394534781575
1100070,fresh:seed:2026092073,ate,ZERO,yes,yes,1,1,1,completed,0,265.0,2422.0,2687.0,150.1289545968175
1100059,fresh:seed:2026092061,ate,ZERO,no,no,1,1,1,completed,0,267.0,2453.0,2720.0,154.000274207443
1100218,fresh:seed:2026392022,nie,ZERO,yes,no,0,1,1,completed,0,235.0,3817.0,4052.0,236.69450175203383
1100106,fresh:seed:2026192013,ett,ZERO,yes,yes,1,1,1,completed,0,269.0,3727.0,3996.0,231.34173070453107
1100120,fresh:seed:2026192028,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2890.0,3160.0,179.70776263438165
1100030,fresh:seed:2026092031,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1932.0,2199.0,119.80263326130807
1100107,fresh:seed:2026192014,ett,ZERO,no,no,1,1,1,completed,0,270.0,4569.0,4839.0,286.1360184662044
1100078,fresh:seed:2026092081,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,5725.0,5992.0,354.6111857444048
1100052,fresh:seed:2026092054,ate,ZERO,no,no,1,1,1,completed,0,266.0,2128.0,2394.0,132.0233406778425
1100114,fresh:seed:2026192021,ett,ZERO,no,no,1,1,1,completed,0,270.0,7527.0,7797.0,465.341863527894
1100181,fresh:seed:2026292005,nde,ZERO,yes,yes,1,1,1,completed,0,296.0,1964.0,2260.0,123.56084408052266
1100137,fresh:seed:2026192046,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2169.0,2439.0,136.18354053795338
1100138,fresh:seed:2026192047,ett,ZERO,no,no,1,1,1,completed,0,270.0,3365.0,3635.0,208.9025244023651
1100003,fresh:seed:2026092003,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1928.0,2195.0,120.8418776858598
1100023,fresh:seed:2026092023,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,3354.0,3621.0,210.08710322529078
1100207,fresh:seed:2026392011,nie,ZERO,no,no,1,1,1,completed,0,287.0,4211.0,4498.0,265.0382906123996
1100021,fresh:seed:2026092021,ate,ZERO,no,no,1,1,1,completed,0,267.0,3894.0,4161.0,245.22427453659475
1100041,fresh:seed:2026092042,ate,ZERO,yes,no,0,1,1,completed,0,267.0,2481.0,2748.0,155.54804439656436
1100213,fresh:seed:2026392017,nie,ZERO,yes,yes,1,1,1,completed,0,288.0,2012.0,2300.0,126.27183883450925
1100058,fresh:seed:2026092060,ate,ZERO,no,no,1,1,1,completed,0,267.0,3045.0,3312.0,189.12287926487625
1100105,fresh:seed:2026192012,ett,ZERO,no,no,1,1,1,completed,0,270.0,5804.0,6074.0,366.161435270682
1100183,fresh:seed:2026292007,nde,ZERO,no,yes,0,1,1,completed,0,263.0,4328.0,4591.0,273.77908319979906
1100111,fresh:seed:2026192018,ett,ZERO,no,no,1,1,1,completed,0,270.0,6030.0,6300.0,380.92851061560214
1100102,fresh:seed:2026192009,ett,ZERO,no,no,1,1,1,completed,0,270.0,3595.0,3865.0,222.44522521458566
1100068,fresh:seed:2026092071,ate,ZERO,no,yes,0,1,1,completed,0,266.0,1712.0,1978.0,106.29763615690172
1100192,fresh:seed:2026292016,nde,ZERO,yes,yes,1,1,1,completed,0,243.0,3002.0,3245.0,185.71663529984653
1100077,fresh:seed:2026092080,ate,ZERO,no,,0,0,1,completed,0,267.0,2209.0,2476.0,140.46864970773458
1100126,fresh:seed:2026192034,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,3515.0,3785.0,217.2562453802675
1100238,fresh:seed:2026392042,nie,ZERO,no,no,1,1,1,completed,0,275.0,1543.0,1818.0,95.8556575588882
1100201,fresh:seed:2026392005,nie,ZERO,yes,no,0,1,1,completed,0,288.0,6041.0,6329.0,381.0348759610206
1100097,fresh:seed:2026192003,ett,ZERO,no,,0,0,1,completed,1,269.0,7210.0,7479.0,454.50357603281736
1100232,fresh:seed:2026392036,nie,ZERO,no,no,1,1,1,completed,0,275.0,5828.0,6103.0,360.36110875941813
1100009,fresh:seed:2026092009,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,4628.0,4895.0,293.00948714092374
1100148,fresh:seed:2026192057,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2830.0,3100.0,175.00223797000945
1100227,fresh:seed:2026392031,nie,ZERO,no,yes,0,1,1,completed,0,257.0,4064.0,4321.0,256.5033235363662
1100184,fresh:seed:2026292008,nde,ZERO,no,no,1,1,1,completed,0,267.0,4908.0,5175.0,302.9963700585067
1100005,fresh:seed:2026092005,ate,ZERO,yes,no,0,1,1,completed,0,267.0,2123.0,2390.0,134.123962437734
1100007,fresh:seed:2026092007,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1317.0,1584.0,82.72466602548957
1100075,fresh:seed:2026092078,ate,ZERO,no,no,1,1,1,completed,0,267.0,3809.0,4076.0,239.37800126709044
1100196,fresh:seed:2026392000,nie,ZERO,no,no,1,1,1,completed,0,275.0,2569.0,2844.0,158.38456935994327
1100240,fresh:seed:2026392044,nie,ZERO,no,no,1,1,1,completed,0,261.0,3498.0,3759.0,215.79662480391562
1100136,fresh:seed:2026192044,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2402.0,2672.0,148.2866520639509
1100173,fresh:seed:2026192083,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,3472.0,3742.0,218.05926472507417
1100202,fresh:seed:2026392006,nie,ZERO,yes,yes,1,1,1,completed,0,274.0,2600.0,2874.0,160.53644901886582
1100147,fresh:seed:2026192056,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,3978.0,4248.0,249.81799766421318
1100042,fresh:seed:2026092043,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2340.0,2607.0,144.5996432658285
1100139,fresh:seed:2026192048,ett,ZERO,no,no,1,1,1,completed,0,270.0,3604.0,3874.0,226.44202628731728
1100164,fresh:seed:2026192074,ett,ZERO,no,yes,0,1,1,completed,0,270.0,5976.0,6246.0,368.6762873530388
1100013,fresh:seed:2026092013,ate,ZERO,yes,yes,1,1,1,completed,0,266.0,3664.0,3930.0,230.08568478003144
1100211,fresh:seed:2026392015,nie,ZERO,yes,yes,1,1,1,completed,0,265.0,1864.0,2129.0,116.53000622428954
1100226,fresh:seed:2026392030,nie,ZERO,yes,yes,1,1,1,completed,0,275.0,3833.0,4108.0,237.01662929728627
1100158,fresh:seed:2026192068,ett,ZERO,no,no,1,1,1,completed,0,270.0,3067.0,3337.0,189.9192994441837
1100100,fresh:seed:2026192007,ett,ZERO,no,no,1,1,1,completed,0,270.0,2066.0,2336.0,127.79722983017564
1100067,fresh:seed:2026092070,ate,ZERO,yes,yes,1,1,1,completed,0,265.0,3762.0,4027.0,235.11539188958704
1100025,fresh:seed:2026092025,ate,ZERO,no,yes,0,1,1,completed,0,267.0,1986.0,2253.0,124.42482064291835
1100216,fresh:seed:2026392020,nie,ZERO,no,no,1,1,1,completed,0,260.0,945.0,1205.0,58.37086319923401
1100230,fresh:seed:2026392034,nie,ZERO,no,yes,0,1,1,completed,0,236.0,7538.0,7774.0,466.81966629624367
1100156,fresh:seed:2026192066,ett,ZERO,yes,no,0,1,1,completed,0,270.0,5239.0,5509.0,323.93455736525357
1100027,fresh:seed:2026092028,ate,ZERO,no,no,1,1,1,completed,0,267.0,2187.0,2454.0,137.0078130401671
1100081,fresh:seed:2026092084,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1407.0,1674.0,88.42699030227959
1100162,fresh:seed:2026192072,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,4960.0,5230.0,306.3687122166157
1100064,fresh:seed:2026092066,ate,ZERO,no,no,1,1,1,completed,0,267.0,2921.0,3188.0,179.99026086367667
1100214,fresh:seed:2026392018,nie,ZERO,no,no,1,1,1,completed,0,273.0,1652.0,1925.0,101.98656635545194
1100193,fresh:seed:2026292017,nde,ZERO,yes,yes,1,1,1,completed,0,296.0,1470.0,1766.0,92.39005050435662
1100182,fresh:seed:2026292006,nde,ZERO,no,no,1,1,1,completed,0,282.0,2099.0,2381.0,129.39304683730006
1100104,fresh:seed:2026192011,ett,ZERO,no,yes,0,1,1,completed,0,270.0,3142.0,3412.0,193.69447228126228
1100237,fresh:seed:2026392041,nie,ZERO,no,yes,0,1,1,completed,0,289.0,2529.0,2818.0,157.51342660561204
1100165,fresh:seed:2026192075,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,4429.0,4699.0,275.95933420583606
1100080,fresh:seed:2026092083,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,3339.0,3606.0,206.4081142731011
1100122,fresh:seed:2026192030,ett,ZERO,no,yes,0,1,1,completed,0,270.0,3266.0,3536.0,202.06755811162293
1100053,fresh:seed:2026092055,ate,ZERO,no,yes,0,1,1,completed,0,267.0,2070.0,2337.0,128.7060907408595
1100200,fresh:seed:2026392004,nie,ZERO,yes,yes,1,1,1,completed,0,235.0,3700.0,3935.0,229.28972983174026
1100096,fresh:seed:2026192002,ett,ZERO,no,no,1,1,1,completed,0,270.0,4693.0,4963.0,291.2495319265872
1100153,fresh:seed:2026192062,ett,ZERO,yes,yes,1,1,1,completed,0,269.0,7628.0,7897.0,474.8756185602397
1100108,fresh:seed:2026192015,ett,ZERO,no,yes,0,1,1,completed,0,270.0,2969.0,3239.0,184.7935952115804
1100054,fresh:seed:2026092056,ate,ZERO,no,no,1,1,1,completed,0,267.0,1895.0,2162.0,117.86759226024151
1100116,fresh:seed:2026192023,ett,ZERO,no,no,1,1,1,completed,0,270.0,3241.0,3511.0,201.7642160654068
1100241,fresh:seed:2026392045,nie,ZERO,yes,yes,1,1,1,completed,0,265.0,2588.0,2853.0,160.49447882547975
1100095,fresh:seed:2026192001,ett,ZERO,yes,yes,1,1,1,completed,0,269.0,3988.0,4257.0,247.91450799815357
1100109,fresh:seed:2026192016,ett,ZERO,no,no,1,1,1,completed,0,269.0,5278.0,5547.0,328.23766583390534
1100187,fresh:seed:2026292011,nde,ZERO,no,no,1,1,1,completed,0,295.0,3992.0,4287.0,248.3204861395061
1100103,fresh:seed:2026192010,ett,ZERO,no,no,1,1,1,completed,0,270.0,3293.0,3563.0,205.4183953255415
1100040,fresh:seed:2026092041,ate,ZERO,no,yes,0,1,1,completed,0,267.0,2454.0,2721.0,153.34039941057563
1100217,fresh:seed:2026392021,nie,ZERO,yes,yes,1,1,1,completed,0,265.0,1685.0,1950.0,105.18967801518738
1100035,fresh:seed:2026092036,ate,ZERO,yes,yes,1,1,1,completed,0,266.0,1980.0,2246.0,124.08923279866576
1100233,fresh:seed:2026392037,nie,ZERO,no,yes,0,1,1,completed,0,256.0,4628.0,4884.0,288.6311776805669
1100032,fresh:seed:2026092033,ate,ZERO,no,no,1,1,1,completed,0,266.0,2040.0,2306.0,126.86407693475485
1100161,fresh:seed:2026192071,ett,ZERO,no,no,1,1,1,completed,0,270.0,6542.0,6812.0,408.28318166546524
1100079,fresh:seed:2026092082,ate,ZERO,no,no,1,1,1,completed,0,267.0,1886.0,2153.0,117.93803778849542
1100050,fresh:seed:2026092051,ate,ZERO,no,no,1,1,1,completed,0,267.0,2140.0,2407.0,133.47950701601803
1100191,fresh:seed:2026292015,nde,ZERO,no,yes,0,1,1,completed,0,271.0,3697.0,3968.0,229.81221266835928
1100235,fresh:seed:2026392039,nie,ZERO,no,yes,0,1,1,completed,0,264.0,4488.0,4752.0,279.3129789698869
1100123,fresh:seed:2026192031,ett,ZERO,no,no,1,1,1,completed,0,270.0,3706.0,3976.0,230.3107940722257
1100066,fresh:seed:2026092069,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1895.0,2162.0,118.74186025001109
1100231,fresh:seed:2026392035,nie,ZERO,yes,yes,1,1,1,completed,0,288.0,6285.0,6573.0,392.3467046637088
1100085,fresh:seed:2026092090,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2466.0,2733.0,153.56996991485357
1100171,fresh:seed:2026192081,ett,ZERO,yes,,0,0,1,completed,1,270.0,7209.0,7479.0,450.3017833735794
1100048,fresh:seed:2026092049,ate,ZERO,no,no,1,1,1,completed,0,265.0,1447.0,1712.0,90.69284992106259
1100186,fresh:seed:2026292010,nde,ZERO,no,no,1,1,1,completed,0,243.0,2616.0,2859.0,163.13554969988763
1100049,fresh:seed:2026092050,ate,ZERO,yes,yes,1,1,1,completed,0,266.0,3029.0,3295.0,189.5808990597725
1100174,fresh:seed:2026192085,ett,ZERO,no,no,1,1,1,completed,0,270.0,4880.0,5150.0,303.5837766081095
1100140,fresh:seed:2026192049,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,3006.0,3276.0,187.8547963872552
1100074,fresh:seed:2026092077,ate,ZERO,no,no,1,1,1,completed,0,267.0,3987.0,4254.0,248.08709505200386
1100228,fresh:seed:2026392032,nie,ZERO,yes,no,0,1,1,completed,0,262.0,2061.0,2323.0,128.14707437343895
1100012,fresh:seed:2026092012,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2245.0,2512.0,140.01924486644566
1100094,fresh:seed:2026192000,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,4542.0,4812.0,280.70651820860803
1100135,fresh:seed:2026192043,ett,ZERO,no,yes,0,1,1,completed,0,270.0,5781.0,6051.0,362.65989417396486
1100062,fresh:seed:2026092064,ate,ZERO,no,no,1,1,1,completed,0,267.0,2294.0,2561.0,142.44653145037591
1100225,fresh:seed:2026392029,nie,ZERO,yes,no,0,1,1,completed,0,287.0,2911.0,3198.0,181.93184995651245
1100034,fresh:seed:2026092035,ate,ZERO,yes,no,0,1,1,completed,0,267.0,2605.0,2872.0,161.45946571417153
1100010,fresh:seed:2026092010,ate,ZERO,no,no,1,1,1,completed,0,266.0,1675.0,1941.0,104.28408203274012
1100024,fresh:seed:2026092024,ate,ZERO,yes,no,0,1,1,completed,0,267.0,1233.0,1500.0,76.83565489575267
1100057,fresh:seed:2026092059,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1429.0,1696.0,89.86424631625414
1100188,fresh:seed:2026292012,nde,ZERO,yes,yes,1,1,1,completed,0,281.0,1379.0,1660.0,85.33028482273221
1100152,fresh:seed:2026192061,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2755.0,3025.0,169.60330702923238
1100071,fresh:seed:2026092074,ate,ZERO,no,no,1,1,1,completed,0,265.0,2132.0,2397.0,132.98441883921623
1100031,fresh:seed:2026092032,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2747.0,3014.0,171.57039563544095
1100039,fresh:seed:2026092040,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2054.0,2321.0,128.39868157170713
1100198,fresh:seed:2026392002,nie,ZERO,no,yes,0,1,1,completed,0,261.0,2503.0,2764.0,154.208781208843
1100087,fresh:seed:2026092093,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,4041.0,4308.0,253.82403607293963
1100082,fresh:seed:2026092087,ate,ZERO,yes,,0,0,1,completed,0,267.0,2101.0,2368.0,129.35919160582125
1100144,fresh:seed:2026192053,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,2597.0,2867.0,159.85319068096578
1100154,fresh:seed:2026192063,ett,ZERO,yes,yes,1,1,1,completed,0,268.0,3024.0,3292.0,187.2002472449094
1100091,fresh:seed:2026092097,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1317.0,1584.0,82.66959067806602
1100092,fresh:seed:2026092098,ate,ZERO,no,no,1,1,1,completed,0,267.0,1428.0,1695.0,87.89661343768239
1100212,fresh:seed:2026392016,nie,ZERO,no,no,1,1,1,completed,0,236.0,4781.0,5017.0,298.32933120802045
1100167,fresh:seed:2026192077,ett,ZERO,no,no,1,1,1,completed,0,270.0,3939.0,4209.0,248.99978221021593
1100179,fresh:seed:2026292003,nde,ZERO,no,no,1,1,1,completed,0,272.0,6161.0,6433.0,388.9375537838787
1100166,fresh:seed:2026192076,ett,ZERO,no,no,1,1,1,completed,0,270.0,3761.0,4031.0,234.64481113106012
1100177,fresh:seed:2026292001,nde,ZERO,yes,yes,1,1,1,completed,0,263.0,2416.0,2679.0,153.1279184706509
1100145,fresh:seed:2026192054,ett,ZERO,no,,0,0,1,completed,1,270.0,8243.0,8513.0,517.4671229422092
1100093,fresh:seed:2026092099,ate,ZERO,no,no,1,1,1,completed,0,267.0,4288.0,4555.0,271.48387251608074
1100128,fresh:seed:2026192036,ett,ZERO,yes,yes,1,1,1,completed,0,270.0,5925.0,6195.0,369.89783458039165
1100169,fresh:seed:2026192079,ett,ZERO,no,yes,0,1,1,completed,0,270.0,2303.0,2573.0,146.21896875835955
1100223,fresh:seed:2026392027,nie,ZERO,yes,yes,1,1,1,completed,0,264.0,2370.0,2634.0,150.3170721884817
1100205,fresh:seed:2026392009,nie,ZERO,yes,yes,1,1,1,completed,0,264.0,2154.0,2418.0,136.53915723226964
1100221,fresh:seed:2026392025,nie,ZERO,yes,yes,1,1,1,completed,0,257.0,5287.0,5544.0,332.5394663605839
1100124,fresh:seed:2026192032,ett,ZERO,yes,no,0,1,1,completed,0,269.0,5791.0,6060.0,361.71016051620245
1100063,fresh:seed:2026092065,ate,ZERO,yes,yes,1,1,1,completed,0,265.0,3989.0,4254.0,250.86104780435562
1100028,fresh:seed:2026092029,ate,ZERO,no,yes,0,1,1,completed,0,267.0,3047.0,3314.0,190.81299676187336
1100002,fresh:seed:2026092002,ate,ZERO,no,no,1,1,1,completed,0,267.0,2084.0,2351.0,130.7012191414833
1100046,fresh:seed:2026092047,ate,ZERO,no,yes,0,1,1,completed,0,266.0,1078.0,1344.0,68.11363471671939
1100243,fresh:seed:2026392047,nie,ZERO,no,yes,0,1,1,completed,0,289.0,3451.0,3740.0,217.06930429674685
1100178,fresh:seed:2026292002,nde,ZERO,yes,yes,1,1,1,completed,0,269.0,1235.0,1504.0,77.92742832005024
1100176,fresh:seed:2026292000,nde,ZERO,yes,yes,1,1,1,completed,0,279.0,1778.0,2057.0,111.42288779653609
1100073,fresh:seed:2026092076,ate,ZERO,no,yes,0,1,1,completed,0,267.0,2366.0,2633.0,149.19396834634244
1100151,fresh:seed:2026192060,ett,ZERO,yes,yes,1,1,1,completed,0,269.0,3924.0,4193.0,246.1670095194131
1100245,fresh:seed:2026392049,nie,ZERO,no,no,1,1,1,completed,0,257.0,2422.0,2679.0,152.36369192413986
1100086,fresh:seed:2026092091,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2180.0,2447.0,136.77838860452175
1100056,fresh:seed:2026092058,ate,ZERO,no,yes,0,1,1,completed,0,266.0,1856.0,2122.0,116.74011383578181
1100029,fresh:seed:2026092030,ate,ZERO,no,no,1,1,1,completed,0,266.0,2351.0,2617.0,147.96823868528008
1100180,fresh:seed:2026292004,nde,ZERO,no,no,1,1,1,completed,0,242.0,5486.0,5728.0,341.20840583741665
1100004,fresh:seed:2026092004,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1914.0,2181.0,120.38787034153938
1100190,fresh:seed:2026292014,nde,ZERO,yes,yes,1,1,1,completed,0,268.0,939.0,1207.0,59.40425090678036
1100044,fresh:seed:2026092045,ate,ZERO,no,no,1,1,1,completed,0,267.0,3901.0,4168.0,242.71239105798304
1100115,fresh:seed:2026192022,ett,ZERO,yes,no,0,1,1,completed,0,270.0,5350.0,5620.0,333.6460182685405
1100117,fresh:seed:2026192024,ett,ZERO,no,no,1,1,1,completed,0,270.0,2881.0,3151.0,179.73043130338192
1100112,fresh:seed:2026192019,ett,ZERO,no,no,1,1,1,completed,0,270.0,3334.0,3604.0,207.52783421427011
1100088,fresh:seed:2026092094,ate,ZERO,no,no,1,1,1,completed,0,267.0,3619.0,3886.0,224.82232322916389
1100219,fresh:seed:2026392023,nie,ZERO,no,yes,0,1,1,completed,0,287.0,2672.0,2959.0,166.25255358591676
1100098,fresh:seed:2026192004,ett,ZERO,yes,yes,1,1,1,completed,0,268.0,3960.0,4228.0,245.6862078960985
1100019,fresh:seed:2026092019,ate,ZERO,no,no,1,1,1,completed,0,266.0,1362.0,1628.0,85.10806662216783
1100155,fresh:seed:2026192065,ett,ZERO,no,no,1,1,1,completed,0,270.0,3143.0,3413.0,195.28613800555468
1100189,fresh:seed:2026292013,nde,ZERO,yes,yes,1,1,1,completed,0,263.0,3611.0,3874.0,224.642314998433
1100206,fresh:seed:2026392010,nie,ZERO,yes,no,0,1,1,completed,0,235.0,1119.0,1354.0,69.1206352636218
1100020,fresh:seed:2026092020,ate,ZERO,yes,yes,1,1,1,completed,0,266.0,3589.0,3855.0,222.58227789588273
1100239,fresh:seed:2026392043,nie,ZERO,no,no,1,1,1,completed,0,256.0,3570.0,3826.0,221.5660698786378
1100208,fresh:seed:2026392012,nie,ZERO,yes,no,0,1,1,completed,0,275.0,6311.0,6586.0,388.18134215660393
1100089,fresh:seed:2026092095,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,1599.0,1866.0,98.9022211059928
1100150,fresh:seed:2026192059,ett,ZERO,no,no,1,1,1,completed,0,267.0,5815.0,6082.0,356.86108539253473
1100125,fresh:seed:2026192033,ett,ZERO,no,yes,0,1,1,completed,0,270.0,4409.0,4679.0,274.0676993448287
1100209,fresh:seed:2026392013,nie,ZERO,yes,yes,1,1,1,completed,0,256.0,2297.0,2553.0,143.11011164449155
1100000,fresh:seed:2026092000,ate,ZERO,yes,no,0,1,1,completed,0,267.0,1234.0,1501.0,76.56132970005274
1100157,fresh:seed:2026192067,ett,ZERO,no,no,1,1,1,completed,0,270.0,3110.0,3380.0,193.14990404434502
1100051,fresh:seed:2026092052,ate,ZERO,yes,yes,1,1,1,completed,0,267.0,2546.0,2813.0,158.05601617135108
